Review_ID,App_Name,User_Age,Review_Date,Rating,Review_Text,Likes,Device_Type,Version_Used,Country,Purchase_Amount,Category
691,Zoom,33,2024-08-10,2,Keeps disconnecting during calls.,39,iPhone 13,10.281.12,Germany,0.0,Business
692,Spotify,34,2023-04-22,1,Not worth it. Limited music selection.,12,iPhone SE,8.242.5,France,0.0,Music
693,Candy Crush Saga,45,2022-11-28,1,Too many ads interrupting the game.,20,iPhone X,5.294.17,US,13.84,Games
694,Clash of Clans,32,2024-07-18,1,Too many ads interrupting the game.,15,iPhone X,10.117.13,Germany,11.17,Games
695,WhatsApp,34,2022-12-20,4,"Great app, but sometimes it lags.",79,iPhone 12,4.233.4,Australia,8.99,Social
696,Candy Crush Saga,40,2022-11-16,2,Too many ads interrupting the game.,34,iPhone 11,3.118.17,Germany,16.59,Games
697,Duolingo,35,2023-03-04,4,"Good educational app, but can be improved.",61,iPhone 13,9.163.16,UK,0.0,Education
698,Duolingo,39,2024-05-23,3,Not engaging enough. Needs more updates.,35,iPhone 14,7.146.17,Germany,8.91,Education
699,Audible,48,2024-05-07,2,"It's okay, but some audiobooks won't play.",19,iPhone 11,6.243.12,Mexico,9.65,Books
700,Headspace,54,2024-07-01,1,Not helpful at all. Content is repetitive.,15,iPhone X,6.236.0,US,0.0,Health
701,Headspace,27,2024-06-18,1,Not helpful at all. Content is repetitive.,2,iPhone 14,9.134.13,Australia,8.4,Health
702,WhatsApp,33,2023-04-17,5,Amazing app! Helps me stay connected with friends and family.,96,iPhone 14,9.252.18,France,6.44,Social
703,TikTok,28,2024-08-31,2,The app is okay but has too many glitches.,21,iPhone 11,3.116.2,India,6.99,Entertainment
704,Spotify,54,2024-09-11,2,"The app is okay, but it crashes often.",37,iPhone SE,4.291.16,US,0.0,Music
705,WhatsApp,56,2023-02-19,2,Could be better. The app crashes frequently.,11,iPhone 12,9.211.11,Australia,11.23,Social
706,Audible,23,2024-08-17,2,"It's okay, but some audiobooks won't play.",27,iPhone 11,8.12.17,Mexico,0.0,Books
707,WhatsApp,22,2023-02-25,5,Amazing app! Helps me stay connected with friends and family.,75,iPhone 12,8.263.20,Mexico,0.0,Social
708,Headspace,37,2022-12-15,3,"Decent, but lacks variety in sessions.",45,iPhone 12,2.162.17,Australia,0.0,Health
709,Zoom,43,2022-12-28,4,"Works fine, but the interface could be better.",36,iPhone 13,10.167.17,US,7.95,Business
710,Instagram,29,2023-02-10,4,Amazing app! Helps me stay connected with friends and family.,86,iPhone SE,6.126.20,UK,12.58,Social
711,TikTok,27,2022-11-26,4,"Good app, but the ads are annoying.",66,iPhone 12,5.34.4,UK,4.49,Entertainment
712,Candy Crush Saga,41,2023-01-19,2,"Fun, but it gets repetitive after a while.",50,iPhone X,6.77.0,UK,0.0,Games
713,Duolingo,35,2023-04-18,5,Excellent for learning new skills!,77,iPhone 12,2.121.4,India,10.69,Education
714,Spotify,58,2024-06-09,3,"Good, but has connection issues sometimes.",53,iPhone 11,10.126.12,UK,8.91,Music
715,Audible,40,2023-11-28,3,"Good, but needs more features for listeners.",45,iPhone 12,4.252.2,Mexico,12.53,Books
716,Clash of Clans,26,2023-12-22,2,Too many ads interrupting the game.,31,iPhone 11,8.16.11,Canada,9.05,Games
717,Instagram,31,2023-06-22,1,Could be better. The app crashes frequently.,27,iPhone SE,6.287.8,India,9.4,Social
718,WhatsApp,30,2024-09-20,1,"Good app, but too many ads.",53,iPhone SE,3.228.3,Mexico,7.32,Social
719,Zoom,46,2023-07-05,1,"Works fine, but the interface could be better.",52,iPhone X,10.287.3,India,0.0,Business
720,Spotify,45,2024-01-16,1,Not worth it. Limited music selection.,10,iPhone 11,5.124.17,Canada,5.03,Music
721,TikTok,59,2023-01-21,2,The app is okay but has too many glitches.,29,iPhone 13,3.36.10,UK,5.71,Entertainment
722,Audible,41,2023-03-26,5,Amazing app for audiobooks! Huge selection.,91,iPhone 13,6.206.2,Germany,0.0,Books
723,Headspace,44,2024-07-04,3,"Decent, but lacks variety in sessions.",40,iPhone 12,1.245.5,Mexico,7.64,Health
724,Spotify,52,2023-08-10,1,Not worth it. Limited music selection.,7,iPhone 14,4.213.1,US,14.89,Music
725,WhatsApp,43,2024-06-04,2,Could be better. The app crashes frequently.,14,iPhone 12,5.230.9,Canada,9.46,Social
726,Audible,48,2024-09-20,5,Amazing app for audiobooks! Huge selection.,70,iPhone 14,1.107.1,Australia,13.96,Books
727,TikTok,21,2024-02-11,3,Awesome app! Best entertainment content.,70,iPhone SE,10.293.6,India,9.07,Entertainment
728,Headspace,43,2024-07-16,5,Very helpful for meditation and mental health.,87,iPhone 13,7.88.18,France,7.42,Health
729,WhatsApp,20,2023-10-07,3,"Good app, but too many ads.",49,iPhone 13,5.285.17,India,0.0,Social
730,Candy Crush Saga,23,2022-12-07,1,Not worth the download. Keeps crashing.,13,iPhone 11,6.195.12,Germany,0.0,Games
731,Duolingo,29,2023-01-11,4,"Good educational app, but can be improved.",67,iPhone X,10.12.7,Germany,0.0,Education
732,WhatsApp,19,2023-09-18,1,Could be better. The app crashes frequently.,31,iPhone X,8.29.9,UK,13.08,Social
733,Instagram,55,2023-03-16,2,Could be better. The app crashes frequently.,14,iPhone 12,1.177.17,Canada,6.54,Social
734,Zoom,59,2024-02-02,2,"Works fine, but the interface could be better.",48,iPhone X,7.94.8,UK,0.0,Business
735,Candy Crush Saga,55,2023-11-26,4,"Great game, but too many in-game purchases.",78,iPhone 11,1.192.19,Canada,0.0,Games
736,Instagram,32,2022-12-29,1,Could be better. The app crashes frequently.,10,iPhone X,3.26.17,Canada,6.94,Social
737,Audible,38,2023-10-07,1,"It's okay, but some audiobooks won't play.",19,iPhone X,7.280.15,France,10.05,Books
738,Headspace,47,2022-10-22,4,"Decent, but lacks variety in sessions.",44,iPhone 14,4.165.10,France,11.52,Health
739,Clash of Clans,23,2023-08-05,5,"Great game, but too many in-game purchases.",63,iPhone 14,10.297.5,UK,19.68,Games
740,Headspace,59,2024-01-30,1,Not helpful at all. Content is repetitive.,0,iPhone X,4.241.9,Australia,0.0,Health
741,Audible,46,2023-05-11,2,"It's okay, but some audiobooks won't play.",22,iPhone 11,7.259.15,Mexico,7.16,Books
742,Headspace,35,2024-04-03,2,Not helpful at all. Content is repetitive.,13,iPhone 13,3.285.2,India,0.0,Health
743,Candy Crush Saga,21,2023-10-26,1,Not worth the download. Keeps crashing.,10,iPhone 11,9.3.14,Australia,17.55,Games
744,Instagram,19,2023-12-23,4,"Great app, but sometimes it lags.",73,iPhone 14,1.197.2,Canada,0.0,Social
745,Duolingo,26,2023-04-13,5,Excellent for learning new skills!,84,iPhone 14,1.70.14,France,0.0,Education
746,TikTok,60,2022-12-15,5,Awesome app! Best entertainment content.,72,iPhone 14,8.203.9,France,8.28,Entertainment
747,Duolingo,36,2023-08-18,4,"Good educational app, but can be improved.",59,iPhone 14,2.172.17,France,0.0,Education
748,Audible,55,2023-08-04,1,Terrible. Very limited selection of books.,16,iPhone X,3.9.20,Mexico,0.0,Books
749,Duolingo,46,2024-03-13,1,"Useful, but some content is outdated.",57,iPhone X,6.160.20,Australia,14.03,Education
750,Clash of Clans,27,2023-05-21,3,"Fun, but it gets repetitive after a while.",30,iPhone SE,4.239.17,Germany,0.0,Games
751,Candy Crush Saga,33,2023-08-15,4,Super fun and addictive! Can't stop playing.,84,iPhone X,2.169.10,UK,0.0,Games
752,Candy Crush Saga,37,2024-05-01,5,Super fun and addictive! Can't stop playing.,70,iPhone 11,10.145.18,Australia,0.0,Games
753,Instagram,31,2023-03-04,5,Amazing app! Helps me stay connected with friends and family.,99,iPhone SE,5.69.7,France,0.0,Social
754,Instagram,54,2024-05-22,2,Terrible experience. The app doesn't work properly.,9,iPhone 14,5.140.15,Mexico,0.0,Social
755,Candy Crush Saga,58,2023-02-08,4,"Great game, but too many in-game purchases.",75,iPhone 12,6.37.7,UK,14.25,Games
756,Zoom,40,2023-11-02,1,Worst experience. Constantly crashes during meetings.,1,iPhone 12,8.79.11,France,0.0,Business
757,Duolingo,33,2023-12-09,4,"Good educational app, but can be improved.",59,iPhone 11,4.276.0,Canada,0.0,Education
758,Duolingo,58,2024-09-30,3,Not engaging enough. Needs more updates.,31,iPhone 13,9.246.18,India,9.49,Education
759,Candy Crush Saga,38,2024-04-30,3,Too many ads interrupting the game.,33,iPhone 13,9.63.6,UK,0.0,Games
760,Duolingo,56,2023-01-16,2,Not engaging enough. Needs more updates.,28,iPhone 14,3.72.14,India,0.0,Education
761,WhatsApp,55,2023-01-28,4,"Great app, but sometimes it lags.",75,iPhone 14,1.31.2,UK,11.66,Social
762,Candy Crush Saga,33,2024-04-13,5,"Great game, but too many in-game purchases.",58,iPhone 14,4.15.17,France,12.23,Games
763,Audible,51,2024-08-02,3,"Good, but needs more features for listeners.",51,iPhone 14,8.117.16,Mexico,0.0,Books
764,Instagram,26,2023-12-27,4,Amazing app! Helps me stay connected with friends and family.,87,iPhone SE,3.228.4,US,6.7,Social
765,Spotify,44,2024-03-04,3,"Good, but has connection issues sometimes.",44,iPhone 12,5.202.7,Canada,6.99,Music
766,Duolingo,51,2024-03-10,4,"Good educational app, but can be improved.",52,iPhone 14,3.185.1,UK,8.69,Education
767,TikTok,60,2024-04-28,1,The app is okay but has too many glitches.,21,iPhone X,4.175.14,Australia,0.0,Entertainment
768,Spotify,51,2024-01-02,3,Love the app! Best place for music.,78,iPhone X,2.195.6,UK,10.74,Music
769,Instagram,59,2023-08-17,4,Amazing app! Helps me stay connected with friends and family.,97,iPhone SE,8.145.1,France,0.0,Social
770,Headspace,51,2024-05-19,1,Not helpful at all. Content is repetitive.,15,iPhone X,1.271.19,India,7.09,Health
771,Instagram,33,2023-03-01,2,"Good app, but too many ads.",37,iPhone SE,7.154.13,France,8.3,Social
772,Zoom,35,2023-12-28,1,Keeps disconnecting during calls.,25,iPhone X,6.293.12,Australia,0.0,Business
773,Instagram,19,2023-08-10,3,"Good app, but too many ads.",54,iPhone X,9.56.19,Canada,0.0,Social
774,TikTok,37,2023-11-28,1,Terrible! Hard to navigate and slow.,3,iPhone 12,9.140.11,US,0.0,Entertainment
775,Duolingo,30,2023-10-31,3,Excellent for learning new skills!,99,iPhone X,3.266.0,UK,0.0,Education
776,WhatsApp,29,2023-08-31,4,"Great app, but sometimes it lags.",70,iPhone SE,9.208.11,Canada,0.0,Social
777,Headspace,23,2024-05-16,1,Not helpful at all. Content is repetitive.,7,iPhone X,6.280.15,France,0.0,Health
778,Zoom,44,2024-05-07,2,Keeps disconnecting during calls.,22,iPhone 11,6.105.10,India,12.55,Business
779,TikTok,33,2024-03-29,3,"Decent, but needs more content.",37,iPhone 11,5.168.18,UK,0.0,Entertainment
780,Clash of Clans,59,2023-05-03,5,"Great game, but too many in-game purchases.",77,iPhone 14,1.243.3,UK,7.44,Games
781,Candy Crush Saga,41,2023-12-01,2,"Fun, but it gets repetitive after a while.",52,iPhone X,4.94.19,UK,16.9,Games
782,Headspace,34,2022-11-10,4,"Good, but the premium content is expensive.",53,iPhone 11,3.254.10,Germany,0.0,Health
783,Candy Crush Saga,48,2023-02-19,1,Too many ads interrupting the game.,23,iPhone X,7.92.11,France,18.83,Games
784,Zoom,40,2023-04-08,1,Keeps disconnecting during calls.,13,iPhone SE,2.223.8,Australia,0.0,Business
785,Audible,32,2024-05-01,1,Terrible. Very limited selection of books.,4,iPhone 14,4.203.13,France,0.0,Books
786,Zoom,30,2023-04-08,2,Keeps disconnecting during calls.,12,iPhone 14,10.187.6,France,9.72,Business
787,Duolingo,56,2022-12-24,5,Excellent for learning new skills!,77,iPhone X,8.83.6,Canada,0.0,Education
788,Headspace,46,2023-04-07,5,"Good, but the premium content is expensive.",58,iPhone 14,7.286.18,US,5.01,Health
789,Instagram,31,2022-11-10,2,Could be better. The app crashes frequently.,27,iPhone 11,3.179.15,Australia,0.0,Social
790,Candy Crush Saga,28,2023-11-10,2,Not worth the download. Keeps crashing.,4,iPhone 13,6.290.11,Canada,8.22,Games
791,WhatsApp,33,2023-05-26,4,"Great app, but sometimes it lags.",61,iPhone 14,2.32.3,US,0.0,Social
792,Zoom,56,2023-01-29,3,"Works fine, but the interface could be better.",52,iPhone 12,4.255.9,France,13.53,Business
793,Audible,39,2023-08-17,2,"It's okay, but some audiobooks won't play.",37,iPhone 12,4.178.20,Australia,0.0,Books
794,WhatsApp,29,2024-01-15,5,Amazing app! Helps me stay connected with friends and family.,89,iPhone 13,5.184.13,Australia,0.0,Social
795,Zoom,19,2023-11-28,3,Perfect for remote meetings! Stable and reliable.,95,iPhone X,4.47.20,Australia,5.76,Business
796,Duolingo,24,2023-09-17,3,"Useful, but some content is outdated.",47,iPhone 13,2.185.12,India,0.0,Education
797,TikTok,31,2023-01-04,1,Terrible! Hard to navigate and slow.,12,iPhone 13,2.219.18,Germany,0.0,Entertainment
798,Clash of Clans,37,2024-03-02,2,Too many ads interrupting the game.,30,iPhone 13,8.115.2,Mexico,6.8,Games
799,WhatsApp,55,2023-11-26,5,Amazing app! Helps me stay connected with friends and family.,72,iPhone 11,5.231.3,France,0.0,Social
800,Spotify,57,2024-02-21,4,"Good, but has connection issues sometimes.",43,iPhone 13,2.243.7,Germany,11.41,Music
801,Duolingo,48,2024-07-20,5,Excellent for learning new skills!,95,iPhone 13,3.122.2,Germany,0.0,Education
802,Clash of Clans,38,2024-04-06,5,"Great game, but too many in-game purchases.",55,iPhone 13,7.111.2,UK,7.26,Games
803,Zoom,27,2024-03-29,1,Worst experience. Constantly crashes during meetings.,11,iPhone 11,7.7.1,Germany,0.0,Business
804,Headspace,30,2023-06-20,4,"Good, but the premium content is expensive.",73,iPhone 14,5.202.9,France,12.56,Health
805,WhatsApp,53,2023-07-14,3,"Good app, but too many ads.",41,iPhone 12,5.84.13,India,0.0,Social
806,Zoom,39,2023-01-28,5,Perfect for remote meetings! Stable and reliable.,86,iPhone 14,1.110.6,France,0.0,Business
807,WhatsApp,60,2023-07-17,4,"Good app, but too many ads.",59,iPhone 14,2.165.0,India,0.0,Social
808,Duolingo,26,2024-05-27,5,Excellent for learning new skills!,99,iPhone 11,10.6.9,Germany,0.0,Education
809,Audible,40,2024-08-07,2,"Great app, but it's a bit pricey.",74,iPhone SE,2.51.2,Germany,12.55,Books
810,Clash of Clans,40,2022-12-02,1,Not worth the download. Keeps crashing.,3,iPhone 11,10.15.7,Australia,7.51,Games
811,Duolingo,55,2024-02-29,1,Disappointing. Hard to follow and buggy.,20,iPhone 13,8.53.20,India,8.52,Education
812,TikTok,54,2023-12-08,5,Awesome app! Best entertainment content.,71,iPhone X,9.229.19,Mexico,5.34,Entertainment
813,Zoom,38,2024-09-17,5,Perfect for remote meetings! Stable and reliable.,74,iPhone 13,6.50.11,Australia,7.74,Business
814,Spotify,59,2023-11-06,5,"Great music collection, but needs offline mode.",70,iPhone 13,6.136.20,Canada,0.0,Music
815,Duolingo,57,2023-09-04,1,Not engaging enough. Needs more updates.,34,iPhone X,6.274.12,US,0.0,Education
816,Duolingo,46,2024-04-19,1,Disappointing. Hard to follow and buggy.,10,iPhone X,4.31.9,Mexico,0.0,Education
817,WhatsApp,23,2024-08-30,4,"Great app, but sometimes it lags.",61,iPhone SE,2.163.9,Mexico,0.0,Social
818,WhatsApp,41,2024-04-02,1,Terrible experience. The app doesn't work properly.,0,iPhone X,8.75.14,UK,13.74,Social
819,Zoom,31,2024-04-20,2,Worst experience. Constantly crashes during meetings.,2,iPhone 14,7.46.10,UK,0.0,Business
820,Spotify,25,2023-04-30,3,"Good, but has connection issues sometimes.",42,iPhone 14,9.89.19,Canada,8.2,Music
821,Instagram,22,2024-09-27,3,Could be better. The app crashes frequently.,24,iPhone 13,1.257.16,Mexico,14.8,Social
822,TikTok,34,2024-02-28,3,"Decent, but needs more content.",57,iPhone X,4.261.14,US,0.0,Entertainment
823,WhatsApp,22,2024-09-20,1,Terrible experience. The app doesn't work properly.,11,iPhone 11,5.261.10,UK,0.0,Social
824,Headspace,31,2024-06-08,5,Very helpful for meditation and mental health.,86,iPhone 11,1.54.16,Canada,5.31,Health
825,Spotify,34,2023-02-20,3,"The app is okay, but it crashes often.",25,iPhone 13,5.266.18,France,12.61,Music
826,Zoom,40,2023-04-09,5,"Good app, but has minor bugs.",69,iPhone 13,3.216.20,France,0.0,Business
827,Headspace,36,2023-07-05,5,Very helpful for meditation and mental health.,71,iPhone 14,2.185.9,Germany,14.2,Health
828,Zoom,55,2023-12-24,3,Keeps disconnecting during calls.,30,iPhone 13,3.213.4,France,12.94,Business
829,Zoom,38,2024-09-09,1,Worst experience. Constantly crashes during meetings.,19,iPhone 11,3.212.17,Germany,6.24,Business
830,Duolingo,58,2022-12-29,2,"Useful, but some content is outdated.",59,iPhone X,4.30.8,Germany,13.28,Education
831,Candy Crush Saga,37,2023-04-08,2,Not worth the download. Keeps crashing.,4,iPhone 13,10.65.3,UK,13.27,Games
832,Clash of Clans,37,2023-04-23,1,Not worth the download. Keeps crashing.,11,iPhone 13,9.50.3,Australia,16.97,Games
833,Instagram,43,2023-05-30,3,"Good app, but too many ads.",47,iPhone X,2.27.4,India,0.0,Social
834,Spotify,55,2024-06-08,1,Not worth it. Limited music selection.,11,iPhone 13,2.11.6,US,14.08,Music
835,Spotify,21,2024-04-09,5,Love the app! Best place for music.,79,iPhone 12,8.170.20,Mexico,0.0,Music
836,WhatsApp,58,2024-08-15,5,Amazing app! Helps me stay connected with friends and family.,91,iPhone 14,7.70.18,Canada,0.0,Social
837,TikTok,20,2022-11-19,1,The app is okay but has too many glitches.,31,iPhone X,7.171.13,US,3.02,Entertainment
838,Zoom,22,2024-08-27,1,Worst experience. Constantly crashes during meetings.,5,iPhone SE,4.5.1,India,0.0,Business
839,Instagram,43,2023-12-07,2,Terrible experience. The app doesn't work properly.,14,iPhone 13,2.186.1,India,0.0,Social
840,Headspace,26,2023-09-14,4,"Good, but the premium content is expensive.",61,iPhone X,2.280.11,Australia,0.0,Health
841,Zoom,32,2024-04-07,5,"Good app, but has minor bugs.",52,iPhone 13,9.169.5,Germany,0.0,Business
842,Headspace,35,2023-12-04,4,"Good, but the premium content is expensive.",58,iPhone 11,8.204.17,US,13.38,Health
843,Zoom,21,2024-03-07,3,"Works fine, but the interface could be better.",31,iPhone 11,9.139.14,Canada,0.0,Business
844,Spotify,52,2023-03-02,1,"Good, but has connection issues sometimes.",35,iPhone SE,10.22.7,France,0.0,Music
845,TikTok,49,2023-01-14,1,Terrible! Hard to navigate and slow.,16,iPhone SE,2.290.1,Germany,7.96,Entertainment
846,Duolingo,50,2023-12-25,2,Not engaging enough. Needs more updates.,23,iPhone SE,10.38.15,Germany,0.0,Education
847,Candy Crush Saga,55,2023-04-11,4,"Great game, but too many in-game purchases.",66,iPhone SE,8.177.14,Australia,12.79,Games
848,Duolingo,43,2023-11-20,5,Excellent for learning new skills!,88,iPhone 12,2.37.3,US,0.0,Education
849,Clash of Clans,37,2023-12-11,5,Super fun and addictive! Can't stop playing.,79,iPhone 11,7.4.8,Mexico,8.56,Games
850,Zoom,55,2024-08-25,3,"Good app, but has minor bugs.",51,iPhone SE,3.126.16,Australia,8.03,Business
851,Duolingo,53,2022-11-12,1,Disappointing. Hard to follow and buggy.,9,iPhone X,7.25.15,Canada,12.07,Education
852,Clash of Clans,47,2024-07-25,3,"Fun, but it gets repetitive after a while.",51,iPhone SE,3.99.8,Mexico,0.0,Games
853,Headspace,34,2024-02-02,2,Could be better. Some sessions don't work.,18,iPhone 11,10.269.10,Australia,0.0,Health
854,Candy Crush Saga,54,2022-12-24,5,Super fun and addictive! Can't stop playing.,73,iPhone 12,1.20.18,France,0.0,Games
855,WhatsApp,29,2023-04-22,2,Could be better. The app crashes frequently.,30,iPhone 11,1.232.3,Germany,0.0,Social
856,Audible,24,2023-01-30,1,"It's okay, but some audiobooks won't play.",25,iPhone X,4.260.12,India,0.0,Books
857,Audible,51,2023-06-12,4,Amazing app for audiobooks! Huge selection.,74,iPhone SE,9.29.18,Canada,0.0,Books
858,TikTok,56,2023-04-08,5,Awesome app! Best entertainment content.,79,iPhone 11,7.173.17,Germany,7.91,Entertainment
859,Duolingo,56,2024-03-03,5,Excellent for learning new skills!,77,iPhone 12,1.166.19,US,0.0,Education
860,Candy Crush Saga,40,2024-03-22,1,Not worth the download. Keeps crashing.,16,iPhone 13,6.72.8,US,13.46,Games
861,Zoom,53,2024-02-02,1,Worst experience. Constantly crashes during meetings.,3,iPhone 11,1.244.0,Australia,0.0,Business
862,TikTok,32,2023-12-06,4,"Good app, but the ads are annoying.",52,iPhone 12,5.235.8,UK,0.0,Entertainment
863,Audible,57,2024-10-07,3,"Good, but needs more features for listeners.",55,iPhone 14,3.292.20,Mexico,0.0,Books
864,Clash of Clans,24,2024-09-18,1,Too many ads interrupting the game.,38,iPhone X,1.292.9,France,11.7,Games
865,Duolingo,21,2023-05-30,1,Disappointing. Hard to follow and buggy.,10,iPhone 12,10.191.19,US,0.0,Education
866,Clash of Clans,18,2023-03-01,5,Super fun and addictive! Can't stop playing.,85,iPhone 13,6.111.4,Mexico,5.84,Games
867,WhatsApp,31,2023-08-04,5,Amazing app! Helps me stay connected with friends and family.,71,iPhone 14,1.130.1,Canada,11.6,Social
868,Duolingo,34,2023-02-19,5,Excellent for learning new skills!,100,iPhone 13,5.225.6,Mexico,0.0,Education
869,Duolingo,20,2024-04-11,1,Disappointing. Hard to follow and buggy.,18,iPhone 12,3.260.13,Germany,0.0,Education
870,Instagram,57,2023-04-04,2,Could be better. The app crashes frequently.,31,iPhone 14,6.32.0,Australia,0.0,Social
871,WhatsApp,38,2024-07-08,4,"Great app, but sometimes it lags.",63,iPhone 12,4.229.5,Australia,9.39,Social
872,Zoom,43,2023-11-26,1,Worst experience. Constantly crashes during meetings.,14,iPhone SE,2.1.8,Germany,6.08,Business
873,Zoom,40,2023-11-13,1,Keeps disconnecting during calls.,31,iPhone SE,7.49.14,Mexico,9.77,Business
874,TikTok,48,2024-01-16,4,"Good app, but the ads are annoying.",71,iPhone SE,7.7.6,India,4.2,Entertainment
875,Duolingo,30,2024-09-23,3,"Useful, but some content is outdated.",31,iPhone 14,10.176.20,Mexico,0.0,Education
876,Headspace,56,2022-10-19,4,"Good, but the premium content is expensive.",76,iPhone SE,8.153.8,Australia,14.54,Health
877,Zoom,41,2023-08-30,1,Worst experience. Constantly crashes during meetings.,8,iPhone 11,9.264.11,Australia,14.42,Business
878,Audible,59,2023-01-23,2,"It's okay, but some audiobooks won't play.",13,iPhone 13,10.280.10,India,0.0,Books
879,Clash of Clans,47,2023-08-13,2,Too many ads interrupting the game.,40,iPhone 11,2.83.9,UK,0.0,Games
880,TikTok,40,2024-07-15,5,Awesome app! Best entertainment content.,79,iPhone 14,1.264.19,France,0.0,Entertainment
881,Duolingo,54,2024-03-15,3,"Useful, but some content is outdated.",30,iPhone 13,9.145.17,US,10.65,Education
882,Instagram,23,2023-10-14,5,Amazing app! Helps me stay connected with friends and family.,82,iPhone 11,2.246.10,UK,9.68,Social
883,Clash of Clans,26,2022-12-29,3,"Fun, but it gets repetitive after a while.",44,iPhone 12,4.254.11,US,0.0,Games
884,Candy Crush Saga,29,2023-04-27,1,Not worth the download. Keeps crashing.,9,iPhone X,7.8.7,Australia,16.77,Games
885,Candy Crush Saga,32,2024-08-01,4,Super fun and addictive! Can't stop playing.,96,iPhone SE,9.277.15,India,17.14,Games
886,Candy Crush Saga,58,2024-07-08,4,"Great game, but too many in-game purchases.",79,iPhone X,8.4.6,Mexico,9.12,Games
887,Spotify,49,2023-12-31,3,"Good, but has connection issues sometimes.",49,iPhone 12,2.142.13,Canada,7.72,Music
888,Audible,56,2024-05-13,5,Amazing app for audiobooks! Huge selection.,77,iPhone 14,8.83.10,Canada,0.0,Books
889,Duolingo,59,2023-09-01,4,"Useful, but some content is outdated.",51,iPhone 14,1.283.17,Australia,6.67,Education
890,Zoom,31,2024-06-19,1,Keeps disconnecting during calls.,38,iPhone X,9.165.6,US,7.9,Business
891,Candy Crush Saga,37,2023-08-18,4,"Fun, but it gets repetitive after a while.",42,iPhone 13,9.79.9,France,17.74,Games
892,Spotify,57,2024-08-02,4,"Great music collection, but needs offline mode.",79,iPhone 11,5.96.10,Mexico,0.0,Music
893,Instagram,22,2023-11-30,2,Could be better. The app crashes frequently.,12,iPhone 12,10.295.16,US,7.75,Social
894,Headspace,27,2024-08-18,1,Not helpful at all. Content is repetitive.,15,iPhone 14,6.225.12,Germany,10.72,Health
895,WhatsApp,24,2024-03-14,1,"Good app, but too many ads.",45,iPhone SE,8.271.6,Canada,0.0,Social
896,Audible,56,2023-03-30,5,Amazing app for audiobooks! Huge selection.,87,iPhone 11,2.55.13,France,7.04,Books
897,Candy Crush Saga,41,2022-12-12,4,"Fun, but it gets repetitive after a while.",47,iPhone 13,8.49.4,US,0.0,Games
898,Clash of Clans,46,2024-05-09,5,Super fun and addictive! Can't stop playing.,79,iPhone 11,4.137.7,India,18.72,Games
899,Zoom,22,2024-05-31,2,"Good app, but has minor bugs.",51,iPhone SE,6.97.12,UK,5.54,Business
900,Spotify,22,2023-10-10,2,Not worth it. Limited music selection.,20,iPhone 14,1.10.3,France,0.0,Music
901,Audible,49,2023-12-07,3,Amazing app for audiobooks! Huge selection.,81,iPhone X,4.33.18,Germany,14.86,Books
902,Spotify,48,2023-06-21,3,"Good, but has connection issues sometimes.",39,iPhone X,9.29.13,Germany,0.0,Music
903,Candy Crush Saga,51,2023-11-05,5,"Great game, but too many in-game purchases.",66,iPhone 13,1.149.12,Australia,6.28,Games
904,Candy Crush Saga,33,2023-03-25,3,"Fun, but it gets repetitive after a while.",32,iPhone 11,7.20.7,UK,16.04,Games
905,Clash of Clans,24,2024-08-10,3,Too many ads interrupting the game.,32,iPhone 14,10.276.15,UK,0.0,Games
906,Spotify,19,2022-10-29,2,"The app is okay, but it crashes often.",16,iPhone X,6.159.12,France,8.41,Music
907,Duolingo,37,2023-06-03,5,"Good educational app, but can be improved.",74,iPhone 13,9.139.17,UK,12.16,Education
908,Instagram,33,2024-05-03,1,Terrible experience. The app doesn't work properly.,17,iPhone X,1.161.10,Australia,0.0,Social
909,Audible,35,2023-04-07,2,"Great app, but it's a bit pricey.",56,iPhone SE,10.140.2,Australia,12.97,Books
910,Spotify,52,2024-09-07,5,Love the app! Best place for music.,86,iPhone SE,5.43.2,UK,0.0,Music
911,Zoom,28,2023-06-13,1,Worst experience. Constantly crashes during meetings.,12,iPhone 13,8.61.17,US,0.0,Business
912,Clash of Clans,31,2024-02-03,3,"Fun, but it gets repetitive after a while.",47,iPhone 13,5.126.5,Australia,0.0,Games
913,Clash of Clans,53,2023-02-12,5,Super fun and addictive! Can't stop playing.,93,iPhone 12,3.87.9,US,0.0,Games
914,Headspace,39,2023-01-26,3,"Decent, but lacks variety in sessions.",43,iPhone 13,7.17.11,US,0.0,Health
915,Duolingo,24,2023-01-27,4,"Good educational app, but can be improved.",55,iPhone SE,2.4.14,US,0.0,Education
916,Candy Crush Saga,36,2024-08-12,1,Not worth the download. Keeps crashing.,11,iPhone X,9.5.16,Mexico,5.5,Games
917,Headspace,25,2023-09-28,4,"Good, but the premium content is expensive.",66,iPhone 11,9.127.10,France,11.36,Health
918,Spotify,23,2023-02-08,5,"Great music collection, but needs offline mode.",53,iPhone 14,1.77.20,Australia,8.77,Music
919,Audible,33,2022-11-06,2,"It's okay, but some audiobooks won't play.",27,iPhone 14,3.252.1,Australia,11.09,Books
920,WhatsApp,32,2024-04-03,1,Terrible experience. The app doesn't work properly.,11,iPhone 11,8.295.7,Australia,0.0,Social
921,Headspace,58,2024-05-19,5,Very helpful for meditation and mental health.,91,iPhone 12,4.113.11,France,7.14,Health
